Name,Category,Total Time (us),Average Time per Event (us),Count
"void at_cuda_detail::cub::DeviceUniqueByKeySweepKernel<at_cuda_detail::cub::DeviceUniqueByKeyPolicy<long const*, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::counting_iterator<int, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default> >::Policy900, long const*, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::counting_iterator<int, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default>, long*, long*, long*, at_cuda_detail::cub::ScanTileState<unsigned long long, true>, cuda::std::__4::equal_to<void>, unsigned long long>(long const*, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::counting_iterator<int, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default, thrust::THRUST_200500_500_600_700_750_800_860_900_NS::use_default>, long*, long*, long*, at_cuda_detail::cub::ScanTileState<unsigned long long, true>, cuda::std::__4::equal_to<void>, unsigned long long, int, at_cuda_detail::cub::detail::vsmem_t)",kernel,16.559,2.069875,8
re/__init__.py(174): search,python_function,16.393,0.9107222222,18
"void gemmSN_TN_kernel<float, 128, 16, 2, 4, 8, 9, false, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >(cublasGemmSmallNParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",kernel,16.243,5.414333333,3
collections/__init__.py(1120): __init__,python_function,16.134,5.378,3
numpy/_core/numerictypes.py(289): issubclass_,python_function,15.562,0.4322777778,36
<built-in method isidentifier of str object at 0x95e8e0>,python_function,15.322,0.2128055556,72
torch/cuda/__init__.py(112): _nvml_based_avail,python_function,15.265,15.265,1
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",kernel,15.148,5.049333333,3
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",kernel,15.005,5.001666667,3
accelerate/data_loader.py(99): __iter__,python_function,14.949,0.622875,24
tqdm/std.py(113): __exit__,python_function,14.931,2.4885,6
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnOther_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnOther_add<float>, std::array<char*, 2ul>)",kernel,14.86,4.953333333,3
aten::unsqueeze,cpu_op,14.638,2.439666667,6
_weakrefset.py(70): __iter__,python_function,14.631,4.877,3
cudaPointerGetAttributes,cuda_runtime,14.568,1.618666667,9
tqdm/std.py(102): acquire,python_function,14.364,2.394,6
"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::DeviceScanPolicy<long, at::cuda::cub::(anonymous namespace)::SumOp<long> >::Policy900, long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, at::cuda::cub::(anonymous namespace)::SumOp<long>, at_cuda_detail::cub::detail::InputValue<long, long*>, int, long>(long const*, long*, at_cuda_detail::cub::ScanTileState<long, true>, int, at::cuda::cub::(anonymous namespace)::SumOp<long>, at_cuda_detail::cub::detail::InputValue<long, long*>, int)",kernel,13.594,1.69925,8
torch/profiler/profiler.py(460): schedule_fn,python_function,13.505,4.501666667,3
<built-in method __contains__ of frozenset object at 0x7fb29e760120>,python_function,13.414,0.1863055556,72
inspect.py(378): isfunction,python_function,13.411,0.1862638889,72
<frozen os>(808): getenv,python_function,13.304,13.304,1
_weakrefset.py(110): remove,python_function,12.996,4.332,3
transformers/utils/generic.py(460): <genexpr>,python_function,12.961,0.8640666667,15
<built-in function callable>,python_function,12.911,0.1195462963,108
datasets/formatting/formatting.py(227): decode_batch,python_function,12.84,4.28,3
torch/_ops.py(1002): <lambda>,python_function,12.432,2.072,6
<built-in method items of dict object at 0x7fb1193da280>,python_function,12.36,0.07313609467,169
transformers/utils/import_utils.py(1693): is_torch_fx_proxy,python_function,12.204,4.068,3
<built-in method remove of set object at 0x7fb18bc6a340>,python_function,12.161,2.026833333,6
void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_nn_align1>(cutlass_80_simt_sgemm_128x32_8x5_nn_align1::Params),kernel,11.781,3.927,3
_weakrefset.py(27): __exit__,python_function,11.707,3.902333333,3
<frozen _collections_abc>(804): get,python_function,11.661,11.661,1
_weakrefset.py(85): add,python_function,11.571,3.857,3
tqdm/std.py(106): release,python_function,11.543,1.923833333,6
<built-in method values of mappingproxy object at 0x7fb10d34f910>,python_function,11.513,0.3198055556,36
<built-in method searchsorted of numpy.ndarray object at 0x7fb10d33fb10>,python_function,11.429,3.809666667,3
torch/jit/_trace.py(1321): is_tracing,python_function,11.389,1.898166667,6
enum.py(1123): __new__,python_function,11.385,0.1518,75
functools.py(396): __get__,python_function,11.019,3.673,3
torch/nn/parameter.py(10): __instancecheck__,python_function,10.942,1.215777778,9
transformers/tokenization_utils_base.py(3692): _pad,python_function,10.811,0.4504583333,24
datasets/formatting/formatting.py(396): __init__,python_function,10.692,1.782,6
<frozen abc>(121): __subclasscheck__,python_function,10.546,0.8788333333,12
collections/__init__.py(1182): __copy__,python_function,10.523,3.507666667,3
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",kernel,10.424,1.489142857,7
torch/utils/_config_module.py(573): __getattr__,python_function,10.201,10.201,1
_weakrefset.py(63): __iter__,python_function,10.144,3.381333333,3
torch/profiler/profiler.py(346): _get_distributed_info,python_function,10.048,10.048,1
transformers/utils/generic.py(443): __setitem__,python_function,9.89,0.6593333333,15
<frozen os>(709): __getitem__,python_function,9.716,9.716,1
torch/utils/_pytree.py(466): _dict_flatten,python_function,9.483,1.5805,6
"void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<unsigned long long, true>, long*>(at_cuda_detail::cub::ScanTileState<unsigned long long, true>, int, long*)",kernel,9.16,1.145,8
"void at::native::(anonymous namespace)::krn_partials_per_segment<long>(long*, long const*, long const*, long)",kernel,8.842,1.10525,8
"void at_cuda_detail::cub::DeviceRadixSortExclusiveSumKernel<at_cuda_detail::cub::DeviceRadixSortPolicy<long, at::cuda::cub::detail::OpaqueType<8>, unsigned long long>::Policy900, unsigned long long>(unsigned long long*)",kernel,8.58,1.0725,8
accelerate/utils/operations.py(44): is_torch_tensor,python_function,8.361,2.787,3
datasets/formatting/formatting.py(549): key_to_query_type,python_function,8.22,2.74,3
"void at::native::(anonymous namespace)::compute_num_of_partial_segments<long>(long const*, long const*, long const*, long*)",kernel,8.18,1.0225,8
detach_,cpu_op,8.126,0.4514444444,18
torch/profiler/profiler.py(331): add_metadata_json,python_function,8.12,2.706666667,3
transformers/tokenization_utils_base.py(282): __getattr__,python_function,7.813,2.604333333,3
aten::set_,cpu_op,7.807,0.8674444444,9
transformers/tokenization_utils.py(711): convert_tokens_to_ids,python_function,7.737,2.579,3
transformers/utils/generic.py(175): is_torch_device,python_function,7.693,2.564333333,3
<built-in method startswith of str object at 0x7fb10d2d60b0>,python_function,7.512,0.10016,75
ampere_sgemm_32x32_sliced1x4_nt,kernel,7.46,2.486666667,3
<built-in method _disable_profiler of PyCapsule object at 0x7fb18c151fb0>,python_function,7.398,7.398,1
torch/utils/_config_module.py(274): __getattr__,python_function,7.381,7.381,1
<built-in function id>,python_function,7.379,0.1756904762,42
"void at::native::reduce_kernel<256, 2, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",kernel,7.315,2.438333333,3
torch/_utils.py(771): <lambda>,python_function,7.251,7.251,1
transformers/utils/generic.py(376): <genexpr>,python_function,7.132,0.2641481481,27
<built-in function _abc_subclasscheck>,python_function,7.115,0.5929166667,12
aten::lift_fresh,cpu_op,7.066,0.3925555556,18
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",kernel,7.055,2.351666667,3
<built-in method _log_api_usage_once of PyCapsule object at 0x7fb21a1b41e0>,python_function,6.726,2.242,3
datasets/table.py(389): num_rows,python_function,6.714,1.119,6
<built-in method _kineto_step of PyCapsule object at 0x7fb18c153db0>,python_function,6.556,2.185333333,3
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",kernel,6.538,0.81725,8
<built-in method __array__ of numpy.ndarray object at 0x7fb18495a310>,python_function,6.492,0.7213333333,9
cudaPeekAtLastError,cuda_runtime,6.414,0.06288235294,102
"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, true> >(at_cuda_detail::cub::ScanTileState<long, true>, int)",kernel,6.393,0.799125,8
dataclasses.py(1293): <genexpr>,python_function,6.307,0.1167962963,54
<built-in method add of set object at 0x7fb18bc68ba0>,python_function,6.285,1.0475,6
<frozen os>(791): encode,python_function,6.1,6.1,1
tqdm/utils.py(125): __eq__,python_function,6.091,2.030333333,3
datasets/formatting/formatting.py(436): __init__,python_function,5.972,1.990666667,3
torch/cuda/__init__.py(289): _lazy_init,python_function,5.917,2.9585,2
<built-in method values of collections.defaultdict object at 0x7fb18bf9d170>,python_function,5.882,0.1960666667,30
<built-in method search of re.Pattern object at 0x7fb172412ae0>,python_function,5.875,0.3263888889,18
datasets/features/features.py(2072): decode_batch,python_function,5.755,1.918333333,3
torch/cuda/__init__.py(969): current_device,python_function,5.75,5.75,1
pyarrow/types.py(323): is_primitive,python_function,5.704,0.6337777778,9
tqdm/utils.py(152): wrapper_setattr,python_function,5.56,0.6177777778,9
<built-in function getrecursionlimit>,python_function,5.534,0.1537222222,36
transformers/utils/generic.py(206): is_tf_tensor,python_function,5.285,1.761666667,3
_weakrefset.py(53): _commit_removals,python_function,5.243,1.747666667,3
tqdm/utils.py(187): disable_on_exception,python_function,5.226,0.871,6
inspect.py(2796): name,python_function,5.223,0.04836111111,108
datasets/formatting/formatting.py(177): <genexpr>,python_function,5.112,0.213,24
torch/nn/modules/container.py(354): __iter__,python_function,5.08,1.693333333,3
datasets/formatting/formatting.py(176): <genexpr>,python_function,5.051,1.683666667,3
logging/__init__.py(1776): getEffectiveLevel,python_function,5.006,1.668666667,3
torch/nn/parameter.py(216): __instancecheck__,python_function,4.972,0.5524444444,9
<built-in method endswith of str object at 0x7fb29e726ff0>,python_function,4.827,0.2298571429,21
accelerate/data_loader.py(483): _update_state_dict,python_function,4.783,1.594333333,3
torch/utils/_pytree.py(438): _tuple_flatten,python_function,4.694,0.3911666667,12
transformers/utils/import_utils.py(316): is_torch_available,python_function,4.694,0.04889583333,96
<built-in method keys of BaseModelOutputWithPastAndCrossAttentions object at 0x7fb10d34a240>,python_function,4.597,0.0901372549,51
tqdm/utils.py(156): __init__,python_function,4.586,1.528666667,3
transformers/configuration_utils.py(334): use_return_dict,python_function,4.531,1.510333333,3
torch/cuda/__init__.py(242): is_initialized,python_function,4.384,2.192,2
enum.py(1261): __hash__,python_function,4.331,0.7218333333,6
"void gemmSN_NN_kernel<float, 256, 4, 2, 8, 4, 4, false, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >(cublasGemmSmallNParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",kernel,4.262,1.420666667,3
"void at::native::(anonymous namespace)::nll_loss_forward_reduce_cuda_kernel_2d<float, float, long>(float*, float*, float const*, long const*, float const*, bool, long, long, long, long)",kernel,4.205,1.401666667,3
<built-in method extend of list object at 0x7fb10d2d4780>,python_function,4.184,0.05578666667,75
datasets/formatting/formatting.py(106): _is_array_with_nulls,python_function,4.13,0.1720833333,24
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, false, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float const*, float const*, float const*, float const*)",kernel,4.118,1.372666667,3
tqdm/std.py(760): get_lock,python_function,4.087,1.362333333,3
tqdm/_monitor.py(94): report,python_function,4.069,1.356333333,3
<built-in function _cuda_maybeExchangeDevice>,python_function,4.066,4.066,1
aten::resolve_conj,cpu_op,4.021,0.05584722222,72
inspect.py(2808): kind,python_function,3.885,0.03597222222,108
"void at::native::(anonymous namespace)::nll_loss_backward_reduce_cuda_kernel_2d<float, long>(float*, float const*, long const*, float const*, float const*, bool, int, int, long, long)",kernel,3.772,1.257333333,3
<built-in function _cuda_getDevice>,python_function,3.745,3.745,1
collections/__init__.py(1137): __setitem__,python_function,3.677,0.1361851852,27
transformers/tokenization_utils_base.py(304): items,python_function,3.675,0.4083333333,9
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",kernel,3.657,1.219,3
<built-in method group of re.Match object at 0x7fb11821d2c0>,python_function,3.622,0.1341481481,27
tqdm/std.py(1153): _comparable,python_function,3.549,0.5915,6
transformers/tokenization_utils_base.py(3368): <genexpr>,python_function,3.423,0.1267777778,27
transformers/tokenization_utils_base.py(1093): <genexpr>,python_function,3.366,0.2805,12
torch/distributed/distributed_c10d.py(1273): is_initialized,python_function,3.321,3.321,1
"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",kernel,3.283,1.094333333,3
<built-in method acquire of _multiprocessing.SemLock object at 0x7fb11a881df0>,python_function,3.259,0.5431666667,6
<built-in method dim of Tensor object at 0x7fb118206080>,python_function,3.253,0.5421666667,6
<built-in method _are_functorch_transforms_active of PyCapsule object at 0x7fb21a14d3b0>,python_function,3.247,1.082333333,3
transformers/tokenization_utils.py(733): _convert_token_to_id_with_added_voc,python_function,3.221,1.073666667,3
torch/__init__.py(1096): is_tensor,python_function,3.211,0.3567777778,9
datasets/formatting/torch_formatter.py(38): _consolidate,python_function,3.199,0.3554444444,9
transformers/utils/generic.py(169): _is_torch_device,python_function,3.076,1.025333333,3
tqdm/std.py(1157): __hash__,python_function,3.024,0.504,6
inspect.py(3089): parameters,python_function,2.992,0.04155555556,72
<built-in method keys of dict object at 0x7fb1193d9780>,python_function,2.985,0.24875,12
<built-in method end of re.Match object at 0x7fb11821d2c0>,python_function,2.973,0.06606666667,45
"void (anonymous namespace)::softmax_warp_forward<float, float, float, 1, true, false>(float*, float const*, int, int, int, bool const*, int, bool)",kernel,2.938,0.9793333333,3
transformers/utils/generic.py(372): <genexpr>,python_function,2.912,0.06471111111,45
"void (anonymous namespace)::softmax_warp_backward<float, float, float, 1, true, false>(float*, float const*, float const*, int, int, int, bool const*)",kernel,2.879,0.9596666667,3
<built-in method __new__ of type object at 0x938180>,python_function,2.836,0.4726666667,6
aten::resolve_neg,cpu_op,2.801,0.03890277778,72
"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",kernel,2.794,0.9313333333,3
torch/compiler/__init__.py(367): is_compiling,python_function,2.741,0.4568333333,6
transformers/modeling_utils.py(1075): get_head_mask,python_function,2.708,0.9026666667,3
<built-in method split of str object at 0x7fb29e1dcdb0>,python_function,2.631,0.1461666667,18
<built-in method _add_metadata_json of PyCapsule object at 0x7fb18c153d80>,python_function,2.616,0.872,3
Memcpy DtoH (Device -> Pinned),gpu_memcpy,2.533,0.8443333333,3
<built-in method _is_tracing of PyCapsule object at 0x7fb22b3d7cc0>,python_function,2.528,0.4213333333,6
<built-in function min>,python_function,2.518,0.4196666667,6
_weakrefset.py(21): __enter__,python_function,2.465,0.8216666667,3
transformers/utils/import_utils.py(1675): <genexpr>,python_function,2.446,0.4076666667,6
datasets/formatting/formatting.py(646): <genexpr>,python_function,2.344,0.3906666667,6
datasets/utils/py_utils.py(493): <genexpr>,python_function,2.158,0.1798333333,12
aten::_unsafe_view,cpu_op,2.152,0.7173333333,3
<built-in method acquire of _thread.RLock object at 0x7fb18bb79d40>,python_function,2.149,0.3581666667,6
torch/utils/data/sampler.py(198): __iter__,python_function,2.13,0.08875,24
numpy/lib/_version.py(78): _compare_version,python_function,2.102,0.2335555556,9
transformers/tokenization_utils_base.py(1092): <genexpr>,python_function,2.019,0.2243333333,9
torch/_jit_internal.py(103): is_scripting,python_function,1.963,0.09815,20
<built-in function perf_counter_ns>,python_function,1.944,0.972,2
torch/cuda/__init__.py(441): __enter__,python_function,1.9,1.9,1
torch/autograd/__init__.py(232): _tensor_or_tensors_to_tuple,python_function,1.895,0.6316666667,3
<built-in function iter>,python_function,1.843,0.2047777778,9
torch/distributed/__init__.py(14): is_available,python_function,1.818,1.818,1
<built-in method __exit__ of torch._C.DisableTorchFunctionSubclass object at 0x7fb11a89b2d0>,python_function,1.774,0.2956666667,6
pyarrow/types.py(186): is_temporal,python_function,1.726,0.5753333333,3
tqdm/std.py(1170): __iter__,python_function,1.681,0.1867777778,9
<built-in method release of _thread.RLock object at 0x7fb18bb79d40>,python_function,1.63,0.2716666667,6
<built-in method update of dict object at 0x7fb10d2d4d00>,python_function,1.554,0.518,3
<built-in method difference of set object at 0x7fb10d31bd80>,python_function,1.536,0.512,3
<built-in method numel of Tensor object at 0x7fb118202f80>,python_function,1.518,0.506,3
datasets/formatting/__init__.py(114): get_format_type_from_alias,python_function,1.49,0.4966666667,3
<built-in function proxy>,python_function,1.46,0.2433333333,6
torch/distributed/distributed_c10d.py(725): WORLD,python_function,1.441,1.441,1
torch/cuda/__init__.py(107): _is_compiled,python_function,1.277,1.277,1
<built-in method release of _multiprocessing.SemLock object at 0x7fb11a881df0>,python_function,1.265,0.2108333333,6
transformers/tokenization_utils_base.py(3363): <genexpr>,python_function,1.235,0.4116666667,3
<built-in method pop of list object at 0x7fb18bb44980>,python_function,1.233,0.411,3
<built-in method copy of dict object at 0x7fb1193da080>,python_function,1.173,0.391,3
<built-in method items of BaseModelOutputWithPastAndCrossAttentions object at 0x7fb10d34a240>,python_function,1.142,0.1268888889,9
pyarrow/types.py(61): is_boolean,python_function,1.083,0.361,3
transformers/utils/import_utils.py(602): is_tf_available,python_function,1.078,0.3593333333,3
torch/nn/_reduction.py(8): get_enum,python_function,1.076,0.3586666667,3
<built-in function _cuda_exchangeDevice>,python_function,1.066,1.066,1
_weakrefset.py(17): __init__,python_function,1.026,0.342,3
inspect.py(2800): default,python_function,1.025,0.02847222222,36
<built-in method pop of dict object at 0x7fb1193d8800>,python_function,0.968,0.1613333333,6
<built-in method __instancecheck__ of _ParameterMeta object at 0x2d4d28f0>,python_function,0.947,0.05261111111,18
transformers/tokenization_utils_base.py(3364): <genexpr>,python_function,0.947,0.1052222222,9
<built-in method discard of set object at 0x7fb10d31a880>,python_function,0.897,0.299,3
tqdm/std.py(1160): __iter__,python_function,0.877,0.2923333333,3
collections/__init__.py(1148): __contains__,python_function,0.771,0.1285,6
<built-in function _has_torch_function>,python_function,0.758,0.2526666667,3
<built-in function hash>,python_function,0.668,0.1113333333,6
<built-in function abs>,python_function,0.663,0.1105,6
<built-in function _cuda_isInBadFork>,python_function,0.653,0.3265,2
<built-in method encode of str object at 0x7fb1dcf29070>,python_function,0.615,0.615,1
numpy/_core/fromnumeric.py(1460): _searchsorted_dispatcher,python_function,0.535,0.1783333333,3
threading.py(601): is_set,python_function,0.527,0.1756666667,3
datasets/utils/tqdm.py(94): are_progress_bars_disabled,python_function,0.515,0.1716666667,3
<built-in function _cuda_getDeviceCount>,python_function,0.489,0.489,1
torch/utils/_pytree.py(923): tree_iter,python_function,0.471,0.0785,6
<built-in method values of collections.OrderedDict object at 0x7fb18c2bb140>,python_function,0.424,0.1413333333,3
<built-in method kineto_available of PyCapsule object at 0x7fb18c153de0>,python_function,0.42,0.42,1
datasets/formatting/formatting.py(218): __init__,python_function,0.417,0.0695,6
<built-in method lower of str object at 0x7fb29e963a50>,python_function,0.41,0.41,1
torch/jit/__init__.py(128): annotate,python_function,0.347,0.05783333333,6
datasets/formatting/formatting.py(232): __init__,python_function,0.267,0.0445,6
transformers/utils/import_utils.py(590): is_torch_fx_available,python_function,0.244,0.08133333333,3
datasets/formatting/formatting.py(155): __init__,python_function,0.147,0.049,3
torch/distributed/distributed_c10d.py(600): default_pg,python_function,0.128,0.128,1
typing.py(2187): cast,python_function,0.123,0.041,3
